Antenna 1Antenna2,,u,v,w,Cos,Sin
43,23,-9.085484,-13.482506,-18.177555,-6.90413,1.001108
43,24,8.549518,-29.567032,-7.922664,2.823273,-2.110202
43,25,15.980621,4.825637,0.610379,-16.080673,-17.734283
43,26,22.714025,-12.126986,-8.350792,13.030651,5.231266
43,27,3.572073,-3.7544,-11.727674,11.37027,-1.44268
43,28,-14.73995,-8.155296,-15.447578,23.552538,5.436634
43,29,-10.99684,-17.162115,-22.487453,-4.538138,5.690092
43,30,20.015331,12.547216,-16.622084,-0.256674,1.450011
43,31,-4.506028,-2.544464,-19.24408,-2.882643,11.755994
43,32,8.435106,-14.907434,-13.333344,-1.244097,17.578409
43,33,29.315203,2.605851,-9.648368,-9.532296,-13.418287
43,34,10.155045,-9.674585,-28.838226,-4.029953,-9.341055
43,35,20.942678,3.728976,-6.466889,5.945198,4.430841
43,36,-8.127411,-0.537524,-19.116642,-0.672032,-10.209832
43,37,-12.788416,-7.609204,-12.491679,-3.443452,-1.183299
43,38,6.176089,-22.43865,-6.714887,9.092459,-1.141988
43,39,19.922054,-33.835739,-5.698385,-10.516045,2.709793
43,40,-14.009123,3.166113,-11.28868,9.247242,7.920088
43,41,6.979312,-12.254391,-8.998652,12.668884,3.197997
43,42,16.956957,2.217527,-13.497234,-8.664836,-4.666422
44,0,0.163807,-11.925936,-12.380358,-13.086213,16.595732
44,1,9.837412,-9.680181,13.537685,8.769979,6.349539
44,2,2.059559,1.415722,-7.723885,13.366499,3.854705
44,3,10.887878,-12.413424,-0.318337,-4.677149,1.573526
44,4,-13.383782,-11.909184,-5.798306,17.951447,-18.929892
44,5,-10.040399,-13.989689,-5.093049,-15.557053,-0.932958
44,6,-10.285897,-34.418213,-23.6619,0.972207,4.276313
44,7,14.151815,8.148005,-16.106115,5.52849,17.816082
44,8,9.746638,-15.758739,-24.196913,10.964254,-6.071825
44,9,16.927059,-6.282319,-7.371113,-6.90364,10.292475
44,10,-1.54391,1.148856,-4.376354,15.191828,18.582584
44,11,7.766465,-5.233421,-24.393194,-14.211815,5.845764
44,12,5.244632,-29.469296,-7.004946,7.687541,-1.273754
44,13,-7.170533,-17.589626,1.26551,7.435349,-5.295328
44,14,14.573298,-24.652142,-14.682233,11.918011,1.838372
44,15,-6.802857,1.685497,-2.520066,-8.510416,-1.410292
44,16,-0.736949,-2.535076,-8.464619,3.806437,-2.048523
44,17,-12.641018,-0.119078,-5.561209,-3.772689,0.357278
44,18,-6.835419,-9.225643,-11.465409,0.113842,-3.777231
44,19,0.071995,-26.862385,-19.741724,-17.574751,-15.321342
44,20,11.261391,-11.513745,-11.167998,11.379759,18.028772
44,21,3.636977,-30.009808,-0.151354,5.787903,-2.923306
44,22,2.17489,-10.461635,-14.765295,11.104403,12.269243
44,23,-10.761585,-18.767334,-14.435066,3.810431,-0.580078
44,24,6.873415,-34.85186,-4.180173,8.715464,-13.991223
44,25,14.30452,-0.45919,4.35287,-15.728071,2.537838
44,26,21.037922,-17.411814,-4.608302,-11.814945,3.004199
44,27,1.895971,-9.039227,-7.985185,11.887675,8.780443
44,28,-16.416054,-13.440124,-11.705088,4.584638,9.860685
44,29,-12.672941,-22.446943,-18.744963,3.636593,-15.381467
44,30,18.33923,7.262389,-12.879593,1.607506,-6.993392
44,31,-6.18213,-7.829291,-15.501589,9.933418,14.487896
44,32,6.759004,-20.192263,-9.590854,-8.473645,-7.524834
44,33,27.639099,-2.678977,-5.905878,-0.949307,-17.582045
44,34,8.478942,-14.959414,-25.095736,6.110733,2.714271
44,35,19.266575,-1.555852,-2.724399,-12.160191,1.669872
44,36,-9.803514,-5.822351,-15.374152,-8.2532,16.283176
44,37,-14.464519,-12.894032,-8.749189,0.811579,-11.302905
44,38,4.499987,-27.723476,-2.972397,-4.49832,10.693663
44,39,18.245953,-39.120567,-1.955894,4.588813,-1.326922
44,40,-15.685225,-2.118715,-7.54619,4.852132,-3.12493
44,41,5.303209,-17.539219,-5.256162,0.322502,-10.676752
44,42,15.280855,-3.067301,-9.754744,-3.047006,8.438187
44,43,-1.676102,-5.284828,3.74249,-0.564285,-0.426032
45,0,5.124532,-17.589268,-7.305733,-10.110722,-0.766062
45,1,14.798138,-15.343513,18.61231,7.494205,-2.923483
45,2,7.020284,-4.24761,-2.649259,-11.135497,-14.914073
45,3,15.848602,-18.076756,4.756289,-6.413397,-4.21235
45,4,-8.423058,-17.572515,-0.723681,11.635086,-2.103504
45,5,-5.079674,-19.653021,-0.018424,-11.315702,1.394263
45,6,-5.325172,-40.081547,-18.587275,0.44138,2.433651
45,7,19.112541,2.484674,-11.031489,-5.212022,5.577988
45,8,14.707363,-21.42207,-19.122288,-1.884042,1.446666
45,9,21.887783,-11.945651,-2.296488,10.881818,17.897726
45,10,3.416815,-4.514476,0.698272,-3.105588,1.306463
45,11,12.72719,-10.896753,-19.318569,-4.445176,-3.223548
45,12,10.205358,-35.132626,-1.93032,1.837972,-5.788273
45,13,-2.209808,-23.252958,6.340136,-9.199254,5.715504
45,14,19.534023,-30.315475,-9.607608,7.650343,0.098279
45,15,-1.842133,-3.977835,2.554559,-5.666928,-11.665025
45,16,4.223776,-8.198408,-3.389994,3.45322,0.19574
45,17,-7.680293,-5.78241,-0.486584,-10.62238,0.3713
45,18,-1.874694,-14.888975,-6.390784,-0.430442,-10.756381
45,19,5.03272,-32.525719,-14.667099,-1.099832,-8.870046
45,20,16.222115,-17.177076,-6.093373,-0.679675,-7.59435
45,21,8.597702,-35.673141,4.923271,-9.563182,-3.793172
45,22,7.135615,-16.124966,-9.690669,2.019415,-0.494404
45,23,-5.80086,-24.430666,-9.36044,-6.237998,-3.175466
45,24,11.83414,-40.51519,0.894452,13.083257,17.040108
45,25,19.265244,-6.122522,9.427495,-3.107743,13.627396
45,26,25.998648,-23.075146,0.466323,-4.015487,-15.110885
45,27,6.856696,-14.702559,-2.910559,3.859742,2.245293
45,28,-11.455328,-19.103455,-6.630463,-7.72197,4.866713
45,29,-7.712216,-28.110275,-13.670337,-4.906767,-14.483189
45,30,23.299953,1.599057,-7.804968,-5.633764,8.025456
45,31,-1.221405,-13.492623,-10.426963,0.510962,8.302027
45,32,11.719728,-25.855595,-4.516228,0.81763,-3.56445
45,33,32.599823,-8.342308,-0.831252,-3.115073,-8.562025
45,34,13.439667,-20.622746,-20.021111,2.390231,-1.047616
45,35,24.227301,-7.219184,2.350226,4.920713,0.899111
45,36,-4.842789,-11.485683,-10.299527,11.563618,15.2733
45,37,-9.503794,-18.557364,-3.674564,0.168785,1.579456
45,38,9.460711,-33.38681,2.102228,4.053414,10.264065
45,39,23.206676,-44.783901,3.118731,22.658375,2.342703
45,40,-10.724501,-7.782047,-2.471565,-4.268104,-9.470335
45,41,10.263934,-23.202549,-0.181536,-2.513848,2.987612
45,42,20.241581,-8.730633,-4.680119,-3.294981,14.548075
45,43,3.284623,-10.94816,8.817116,-23.311642,-0.556057
45,44,4.960725,-5.663332,5.074625,19.456293,8.581932
46,0,-8.53973,-3.371752,13.04467,-8.484782,-4.190559
46,1,1.133876,-1.125996,38.962715,17.564426,15.313535
46,2,-6.643977,9.969906,17.701143,1.310733,-3.868334
46,3,2.184341,-3.859239,25.106691,11.845798,3.261135
46,4,-22.087318,-3.354999,19.626722,4.527571,22.449078
46,5,-18.743935,-5.435504,20.33198,0.529617,-4.454732
46,6,-18.989433,-25.864029,1.763128,13.18223,0.536186
46,7,5.448279,16.70219,9.318913,-6.992425,-7.658736
46,8,1.043102,-7.204555,1.228115,-8.294102,6.791439
46,9,8.223522,2.271865,18.053915,-2.346539,-4.26598
46,10,-10.247446,9.70304,21.048676,14.40621,-11.998651
46,11,-0.937072,3.320763,1.031834,-5.854784,-7.774338
46,12,-3.458904,-20.91511,18.420082,5.70852,13.526383
46,13,-15.874069,-9.035442,26.690538,-1.396767,2.370632
46,14,5.869762,-16.097958,10.742796,18.011913,13.899977
46,15,-15.506393,10.239681,22.904963,3.414182,11.341029
46,16,-9.440485,6.019108,16.960409,-3.085988,-3.447782
46,17,-21.344555,8.435106,19.863819,11.777652,-1.477879
46,18,-15.538956,-0.671459,13.959619,-1.289727,6.709678
46,19,-8.631542,-18.308201,5.683304,3.411769,1.304775
46,20,2.557854,-2.959561,14.25703,-1.562682,-7.533275
46,21,-5.066559,-21.455624,25.273674,-5.168589,0.919052
46,22,-6.528646,-1.90745,10.659734,6.354501,-0.611585
46,23,-19.465122,-10.21315,10.989963,-0.971975,-2.402938
46,24,-1.830121,-26.297674,21.244854,-7.842533,6.454968
46,25,5.600983,8.094994,29.777897,8.872903,-9.545359
46,26,12.334387,-8.85763,20.816727,1.224293,-11.690797
46,27,-6.807565,-0.485044,17.439844,-1.874305,0.372634
46,28,-25.119589,-4.88594,13.71994,6.041862,7.081839
46,29,-21.376478,-13.892759,6.680066,-6.87974,8.836973
46,30,9.635693,15.816573,12.545435,4.788383,-4.227097
46,31,-14.885666,0.724893,9.92344,-0.214722,-2.664984
46,32,-1.944532,-11.638079,15.834175,-6.347869,-4.200411
46,33,18.935564,5.875207,19.51915,4.378028,16.810169
46,34,-0.224595,-6.40523,0.329292,4.267194,5.322378
46,35,10.56304,6.998332,22.70063,8.115464,4.037077
46,36,-18.50705,2.731833,10.050877,0.40377,-1.855445
46,37,-23.168055,-4.339848,16.675838,2.534801,8.526608
46,38,-4.203549,-19.169292,22.452631,21.105339,-20.604801
46,39,9.542416,-30.566383,23.469133,3.190435,4.628861
46,40,-24.388762,6.435469,17.878838,3.257443,6.668376
46,41,-3.400327,-8.985034,20.168867,2.013166,-6.646286
46,42,6.577319,5.486883,15.670284,12.203305,2.081107
46,43,-10.379639,3.269356,29.167519,-0.133945,10.89699
46,44,-8.703537,8.554184,25.425028,-8.340267,12.458593
46,45,-13.664261,14.217516,20.350403,5.366596,3.399835
47,0,16.805735,5.300584,7.608661,-3.810649,2.959559
47,1,26.479342,7.546339,33.526703,10.953125,-11.077188
47,2,18.701488,18.642242,12.265135,-6.689646,3.883939
47,3,27.529806,4.813097,19.670681,-2.068848,-2.217602
47,4,3.258146,5.317337,14.190712,9.585393,0.837893
47,5,6.60153,3.236831,14.895969,0.270145,-10.164133
47,6,6.356031,-17.191694,-3.672881,-4.59163,2.010735
47,7,30.793743,25.374525,3.882904,-4.673622,14.747658
47,8,26.388567,1.467781,-4.207894,18.607439,11.084744
47,9,33.568989,10.944201,12.617907,8.667456,-5.025452
47,10,15.098019,18.375376,15.612665,12.6336,-0.981444
47,11,24.408394,11.993099,-4.404176,2.90082,-16.521893
47,12,21.88656,-12.242775,12.984074,1.830018,-8.09734
47,13,9.471395,-0.363107,21.254528,12.4376,9.30578
47,14,31.215227,-7.425623,5.306786,0.638897,-11.136792
47,15,9.839071,18.912018,17.468952,-17.820845,-4.819666
47,16,15.90498,14.691443,11.5244,6.443947,-1.628438
47,17,4.000911,17.107441,14.42781,0.464256,-24.100491
47,18,9.80651,8.000876,8.523609,-3.957034,-1.313294
47,19,16.713923,-9.635866,0.247294,-0.902019,-11.05184
47,20,27.90332,5.712774,8.82102,-1.219607,-8.938142
47,21,20.278906,-12.783289,19.837666,-2.314868,18.230473
47,22,18.816818,6.764885,5.223724,-6.164921,-6.968922
47,23,5.880343,-1.540814,5.553953,1.784173,-7.791328
47,24,23.515345,-17.62534,15.808846,-12.294727,1.513539
47,25,30.946449,16.76733,24.341888,16.211163,21.82058
47,26,37.679852,-0.185294,15.380717,-0.978802,-10.516718
47,27,18.537899,8.187292,12.003835,9.004088,3.840013
47,28,0.225876,3.786396,8.283932,3.517267,0.433518
47,29,3.968987,-5.220424,1.244057,7.600406,-10.047635
47,30,34.981155,24.488909,7.109426,13.597065,8.184978
47,31,10.459799,9.397228,4.487431,7.419729,-3.307652
47,32,23.400932,-2.965743,10.398166,-2.194255,4.046474
47,33,44.281029,14.547543,14.083141,1.998034,-1.859824
47,34,25.120871,2.267106,-5.106717,4.27262,9.220703
47,35,35.908504,15.670668,17.26462,-0.166278,1.688521
47,36,6.838415,11.404168,4.614867,0.078946,6.431439
47,37,2.17741,4.332488,11.23983,-0.686335,4.555784
47,38,21.141916,-10.496958,17.016623,-0.875921,12.308786
47,39,34.887878,-21.894049,18.033125,10.47962,-24.192741
47,40,0.956703,15.107805,12.442829,-1.682048,-9.179665
47,41,21.945139,-0.312698,14.732857,0.592498,9.205334
47,42,31.922783,14.159219,10.234275,9.86437,2.967388
47,43,14.965826,11.941692,23.73151,-1.704702,2.997248
47,44,16.64193,17.226521,19.989019,16.085876,5.481097
47,45,11.681204,22.889851,14.914393,19.838694,-8.467875
47,46,25.345465,8.672336,-5.436009,-3.30416,-12.61614
48,0,6.949592,-5.364428,-11.901565,17.944901,7.278983
48,1,16.623198,-3.118672,14.016478,6.741417,3.729684
48,2,8.845344,7.97723,-7.245091,-4.078922,13.905464
48,3,17.673662,-5.851914,0.160456,-3.615633,15.67056
48,4,-6.597998,-5.347674,-5.319513,11.665637,-8.265391
48,5,-3.254614,-7.42818,-4.614256,18.301352,-6.605742
48,6,-3.500113,-27.856705,-23.183107,-1.045045,1.897651
48,7,20.937599,14.709514,-15.627321,4.973957,10.539655
48,8,16.532423,-9.19723,-23.718121,0.393895,-4.245622
48,9,23.712845,0.279189,-6.89232,2.307467,13.912055
48,10,5.241875,7.710364,-3.897561,-0.718639,7.626419
48,11,14.55225,1.328088,-23.914402,-2.87999,13.939819
48,12,12.030417,-22.907785,-6.526153,-1.554158,-4.809275
48,13,-0.384748,-11.028118,1.744303,4.050015,4.703187
48,14,21.359083,-18.090633,-14.20344,-5.469431,4.918336
48,15,-0.017073,8.247005,-2.041273,-2.380165,-15.615289
48,16,6.048836,4.026432,-7.985826,-7.658438,-18.864136
48,17,-5.855233,6.44243,-5.082416,4.710975,2.533571
48,18,-0.049634,-2.664134,-10.986616,11.338329,7.71096
48,19,6.85778,-20.300877,-19.262932,19.943012,-8.833357
48,20,18.047176,-4.952237,-10.689205,-12.068886,19.662498
48,21,10.422762,-23.448299,0.327439,7.74302,-5.906292
48,22,8.960675,-3.900126,-14.286501,-0.32206,20.376476
48,23,-3.975801,-12.205826,-13.956272,4.572854,-10.163284
48,24,13.6592,-28.29035,-3.70138,8.608507,-4.150778
48,25,21.090305,6.102318,4.831663,17.74638,-4.68681
48,26,27.823708,-10.850306,-4.129509,7.027089,16.5144
48,27,8.681756,-2.477719,-7.506392,-0.508479,13.557235
48,28,-9.630268,-6.878615,-11.226295,9.230141,4.862653
48,29,-5.887156,-15.885435,-18.266169,-8.785844,-9.328259
48,30,25.125013,13.823897,-12.4008,-1.905224,-0.892292
48,31,0.603655,-1.267783,-15.022795,-0.564064,-18.568922
48,32,13.544788,-13.630754,-9.112061,-6.439445,9.041468
48,33,34.424885,3.882532,-5.427084,13.446049,-2.067487
48,34,15.264727,-8.397905,-24.616943,-3.533931,-0.429614
48,35,26.052361,5.005656,-2.245606,23.828087,-19.487415
48,36,-3.017729,0.739157,-14.895359,-3.223381,-13.370602
48,37,-7.678734,-6.332523,-8.270395,5.113331,-2.319571
48,38,11.285771,-21.161968,-2.493604,7.164199,11.044867
48,39,25.031736,-32.559059,-1.477101,3.3566,12.334926
48,40,-8.899441,4.442794,-7.067397,-14.789483,12.924492
48,41,12.088994,-10.97771,-4.777369,16.709963,11.597675
48,42,22.066639,3.494208,-9.27595,-1.548966,7.156426
48,43,5.109683,1.276681,4.221283,20.287474,4.712478
48,44,6.785785,6.561508,0.478793,12.83721,-2.965926
48,45,1.82506,12.22484,-4.595832,-10.687641,-6.086277
48,46,15.489321,-1.992676,-24.946236,13.210809,0.990479
48,47,-9.856144,-10.665011,-19.510225,7.089053,-4.521163
49,0,-6.435719,26.256367,0.752938,1.114223,6.01572
49,1,3.237886,28.502121,26.67098,0.743549,-10.293676
49,2,-4.539967,39.598022,5.409411,1.683336,-10.262771
49,3,4.288352,25.768879,12.814959,-13.592312,-14.843091
49,4,-19.983309,26.273119,7.33499,-1.81163,18.448082
49,5,-16.639925,24.192614,8.040247,1.875371,-6.712088
49,6,-16.885424,3.764088,-10.528605,-8.244468,8.935214
49,7,7.552289,46.330307,-2.972819,9.039896,-0.352271
49,8,3.147112,22.423563,-11.063618,3.846028,14.713379
49,9,10.327533,31.899982,5.762183,1.326091,3.680237
49,10,-8.143435,39.331158,8.756943,2.706938,-1.762367
49,11,1.166939,32.948879,-11.259899,-6.863484,-14.518196
49,12,-1.354894,8.713007,6.12835,11.167407,0.287117
49,13,-13.77006,20.592674,14.398806,3.312247,-6.250804
49,14,7.973772,13.530159,-1.548937,-1.000242,3.254948
49,15,-13.402384,39.867798,10.61323,3.410523,-10.137585
49,16,-7.336475,35.647224,4.668677,8.87923,-0.10429
49,17,-19.240543,38.063225,7.572087,-16.160995,-18.823807
49,18,-13.434945,28.956659,1.667886,-8.033484,-13.702457
49,19,-6.527532,11.319916,-6.608428,5.271161,-1.188792
49,20,4.661864,26.668556,1.965297,-7.906787,6.59347
49,21,-2.962549,8.172493,12.981942,3.479332,6.048124
49,22,-4.424636,27.720667,-1.631999,-4.616177,-4.340893
49,23,-17.361111,19.414967,-1.30177,-14.072077,17.356823
49,24,0.273889,3.330442,8.953123,4.374508,0.266242
49,25,7.704993,37.72311,17.486166,2.187416,-0.408806
49,26,14.438396,20.770489,8.524994,10.692595,8.425974
49,27,-4.703555,29.143074,5.148111,0.013881,-6.802077
49,28,-23.015579,24.742178,1.428208,-7.431564,-1.362547
49,29,-19.272467,15.735358,-5.611666,-0.766064,-4.613439
49,30,11.739702,45.444691,0.253703,11.041351,5.016705
49,31,-12.781656,30.35301,-2.368292,3.00206,0.006778
49,32,0.159478,17.99004,3.542443,13.486244,11.608501
49,33,21.039574,35.503326,7.227418,-3.704377,-12.296447
49,34,1.879416,23.222889,-11.96244,-2.732658,0.895548
49,35,12.667049,36.62645,10.408897,3.559134,-6.834044
49,36,-16.40304,32.359951,-2.240856,-5.633464,4.116925
49,37,-21.064045,25.288269,4.384107,-5.955625,9.44441
49,38,-2.099539,10.458824,10.160899,-3.148546,7.462069
49,39,11.646425,-0.938267,11.177402,0.340004,-20.807604
49,40,-22.284752,36.063587,5.587106,-7.845289,-2.903883
49,41,-1.296317,20.643084,7.877134,-17.147238,7.264099
49,42,8.681329,35.115002,3.378552,15.070116,7.651562
49,43,-8.275628,32.897472,16.875786,-11.777711,-8.210304
49,44,-6.599526,38.182301,13.133296,-4.885171,3.230393
49,45,-11.560251,43.845634,8.058671,-4.798141,2.644305
49,46,2.10401,29.628117,-12.291733,1.449954,-4.936112
49,47,-23.241455,20.955782,-6.855723,8.149407,4.519761
49,48,-13.385311,31.620792,12.654503,-3.55359,5.929616
50,0,-7.809423,-1.119179,15.862753,10.07944,13.394993
50,1,1.864182,1.126576,41.780796,-4.718915,-4.567109
50,2,-5.913671,12.222478,20.519226,3.940161,2.320921
50,3,2.914648,-1.606667,27.924774,4.210353,-6.158625
50,4,-21.357014,-1.102427,22.444805,3.812614,-10.385569
50,5,-18.01363,-3.182932,23.150063,2.274267,11.681454
50,6,-18.259129,-23.611458,4.581211,0.784515,7.273085
50,7,6.178585,18.954762,12.136996,3.813018,-7.199267
50,8,1.773408,-4.951982,4.046198,-6.660028,-9.874142
50,9,8.953829,4.524437,20.871998,10.922318,6.849028
50,10,-9.517139,11.955612,23.866756,-12.071823,6.00154
50,11,-0.206766,5.573336,3.849916,-6.767249,3.261032
50,12,-2.728598,-18.662539,21.238165,1.665275,3.524395
50,13,-15.143764,-6.78287,29.508621,-9.197309,-2.983385
50,14,6.600068,-13.845387,13.560879,1.371909,10.84519
50,15,-14.776088,12.492253,25.723045,2.494665,-0.189057
50,16,-8.710179,8.27168,19.778492,-3.555827,17.296606
50,17,-20.614248,10.687678,22.681902,5.53438,-0.422399
50,18,-14.808649,1.581114,16.777702,3.95479,-4.583317
50,19,-7.901236,-16.05563,8.501387,-8.062151,-8.658842
50,20,3.28816,-0.706989,17.075113,15.670973,0.668763
50,21,-4.336253,-19.203053,28.091757,-5.181828,-8.439541
50,22,-5.79834,0.345122,13.477817,4.523188,-9.806925
50,23,-18.734816,-7.960577,13.808045,-9.994317,-8.12187
50,24,-1.099815,-24.045103,24.062939,-12.93203,5.144549
50,25,6.331289,10.347566,32.595982,3.908615,-8.060349
50,26,13.064692,-6.605057,23.634809,7.393093,-10.972713
50,27,-6.077259,1.767529,20.257927,7.161156,4.946259
50,28,-24.389282,-2.633367,16.538023,2.425582,0.506413
50,29,-20.646172,-11.640187,9.498149,10.286395,-3.148925
50,30,10.365998,18.069145,15.363518,-4.425432,-2.262269
50,31,-14.15536,2.977465,12.741523,-7.291384,12.626333
50,32,-1.214226,-9.385507,18.652258,4.63987,-3.099788
50,33,19.665871,8.12778,22.337234,0.978683,-3.451648
50,34,0.505712,-4.152657,3.147375,-5.55226,9.700737
50,35,11.293345,9.250904,25.518711,-4.521908,-13.682201
50,36,-17.776745,4.984405,12.868959,7.628227,14.594893
50,37,-22.437748,-2.087275,19.493923,-1.113425,-16.669172
50,38,-3.473243,-16.916721,25.270714,-2.322292,4.820093
50,39,10.272721,-28.313812,26.287216,5.219412,-1.09512
50,40,-23.658455,8.688042,20.69692,5.860124,-8.048113
50,41,-2.670021,-6.732461,22.98695,10.044588,3.585615
50,42,7.307625,7.739456,18.488367,6.357569,-1.382491
50,43,-9.649332,5.521929,31.985601,-8.471673,4.283545
50,44,-7.97323,10.806756,28.243111,1.612531,1.470943
50,45,-12.933955,16.470089,23.168486,12.548978,4.140081
50,46,0.730306,2.252572,2.818083,3.908916,-2.056801
50,47,-24.615158,-6.419763,8.254092,4.578562,-4.886141
50,48,-14.759015,4.245248,27.764318,0.136206,7.2286
50,49,-1.373704,-27.375546,15.109816,6.383165,-2.120561
51,0,3.964697,6.369656,-14.025633,2.025942,-6.407691
51,1,13.638302,8.615411,11.89241,-14.684406,-15.58926
51,2,5.860449,19.711313,-9.369159,-7.230937,13.531873
51,3,14.688768,5.882168,-1.963612,11.224187,-6.537786
51,4,-9.582892,6.386408,-7.443581,-0.739758,2.835409
51,5,-6.239509,4.305903,-6.738324,8.568708,16.558731
51,6,-6.485007,-16.122623,-25.307175,5.353127,10.142147
51,7,17.952705,26.443596,-17.751389,11.830913,-10.881634
51,8,13.547528,2.536853,-25.842188,3.729695,6.686239
51,9,20.727949,12.013272,-9.016387,25.042276,-5.875287
51,10,2.25698,19.444447,-6.021628,-11.438419,-9.923533
51,11,11.567354,13.06217,-26.038469,9.920384,3.955709
51,12,9.045523,-11.173703,-8.65022,-16.338711,-5.194487
51,13,-3.369643,0.705965,-0.379765,-1.375449,4.044487
51,14,18.374187,-6.356551,-16.327507,1.353626,7.453941
51,15,-3.001967,19.981089,-4.165341,2.853009,16.486826
51,16,3.063941,15.760515,-10.109894,-6.767419,5.331591
51,17,-8.840128,18.176514,-7.206484,-2.569951,-5.266116
51,18,-3.034529,9.069948,-13.110684,19.643814,2.546625
51,19,3.872885,-8.566794,-21.386999,-1.655428,8.691551
51,20,15.062281,6.781846,-12.813273,-1.044467,14.808146
51,21,7.437867,-11.714217,-1.796628,-3.512085,19.066719
51,22,5.97578,7.833957,-16.410568,1.590387,5.445419
51,23,-6.960695,-0.471743,-16.080341,-6.65574,6.145353
51,24,10.674305,-16.556267,-5.825448,3.321682,17.933815
51,25,18.10541,17.836401,2.707595,12.722754,-14.254083
51,26,24.838814,0.883778,-6.253576,19.778343,0.991795
51,27,5.696861,9.256364,-9.630459,-20.761936,-0.174579
51,28,-12.615163,4.855468,-13.350363,4.832554,2.316712
51,29,-8.872051,-4.151352,-20.390236,-3.14433,4.959907
51,30,22.140118,25.55798,-14.524868,4.492679,-1.15444
51,31,-2.38124,10.4663,-17.146862,4.337773,-4.156903
51,32,10.559895,-1.896671,-11.236128,-9.929471,-3.333337
51,33,31.439991,15.616615,-7.551152,3.278987,-3.617301
51,34,12.279832,3.336178,-26.741011,8.285563,-4.616891
51,35,23.067467,16.739738,-4.369674,-13.668153,-14.093552
51,36,-6.002624,12.47324,-17.019426,10.859209,-5.65895
51,37,-10.663629,5.40156,-10.394464,0.259211,-3.190848
51,38,8.300877,-9.427886,-4.617671,-5.535057,2.967725
51,39,22.046841,-20.824978,-3.601169,-4.035868,-2.311677
51,40,-11.884336,16.176876,-9.191464,-0.634459,14.243884
51,41,9.104099,0.756373,-6.901436,8.498855,-7.117785
51,42,19.081745,15.228291,-11.400019,0.411983,-9.192792
51,43,2.124788,13.010763,2.097216,2.400815,0.793012
51,44,3.80089,18.295591,-1.645275,-7.914417,12.058362
51,45,-1.159835,23.958923,-6.7199,-6.705659,-8.3344
51,46,12.504427,9.741407,-27.070303,-5.725545,-1.158891
51,47,-12.841039,1.069072,-21.634293,-5.966115,-2.872179
51,48,-2.984895,11.734083,-2.124068,22.237741,-12.176665
51,49,10.400416,-19.886711,-14.77857,4.062378,4.039001
51,50,11.77412,7.488835,-29.888386,4.81537,3.030267
52,0,-16.619827,1.044987,-14.32498,-9.434473,-8.382969
52,1,-6.946221,3.290742,11.593063,3.52396,-2.572909
52,2,-14.724074,14.386644,-9.668506,-0.679043,-3.153518
52,3,-5.895755,0.557499,-2.262959,-2.59449,3.875652
52,4,-30.167416,1.061739,-7.742928,1.795527,5.822174
52,5,-26.824032,-1.018766,-7.037671,19.915409,-16.113287
52,6,-27.06953,-21.447292,-25.606522,7.182872,-13.859268
52,7,-2.631818,21.118927,-18.050735,11.351227,1.177347
52,8,-7.036995,-2.787816,-26.141535,0.128672,11.446745
52,9,0.143426,6.688603,-9.315734,9.793885,0.90746
52,10,-18.327543,14.119779,-6.320975,13.072536,1.1822
52,11,-9.017168,7.737502,-26.337816,2.397711,0.466228
52,12,-11.539001,-16.498371,-8.949567,-4.129004,-1.095698
52,13,-23.954166,-4.618704,-0.679111,3.292517,-3.792118
52,14,-2.210335,-11.68122,-16.626854,7.286082,-7.826348
52,15,-23.586491,14.65642,-4.464688,-5.785249,-4.067054
52,16,-17.520582,10.435846,-10.409241,3.346539,-2.040701
52,17,-29.424652,12.851845,-7.505831,18.267981,-3.406541
52,18,-23.619053,3.74528,-13.410031,2.489101,-18.049974
52,19,-16.711639,-13.891463,-21.686346,4.803845,-3.04455
52,20,-5.522243,1.457177,-13.11262,6.817362,-0.70434
52,21,-13.146656,-17.038887,-2.095975,-0.80266,4.859979
52,22,-14.608743,2.509288,-16.709915,1.472436,2.312051
52,23,-27.545219,-5.796412,-16.379688,-5.463825,7.495352
52,24,-9.910218,-21.880936,-6.124795,-2.131662,18.984119
52,25,-2.479114,12.511732,2.408248,-1.476915,-2.268235
52,26,4.25429,-4.440891,-6.552923,9.937428,3.081506
52,27,-14.887662,3.931695,-9.929806,-5.033491,-3.184298
52,28,-33.199684,-0.469201,-13.64971,-10.188812,3.645934
52,29,-29.456573,-9.476021,-20.689583,6.127262,-0.227679
52,30,1.555595,20.233311,-14.824215,11.242829,-1.661194
52,31,-22.965763,5.141631,-17.446209,18.665754,-15.789416
52,32,-10.02463,-7.22134,-11.535475,4.259055,-5.788551
52,33,10.855467,10.291946,-7.850499,12.66007,1.611876
52,34,-8.304691,-1.988491,-27.040358,9.304372,6.627705
52,35,2.482943,11.415071,-4.669021,-6.537674,-4.345549
52,36,-26.587147,7.148571,-17.318773,-10.320967,-8.652573
52,37,-31.248152,0.076891,-10.69381,-15.29458,4.195435
52,38,-12.283647,-14.752555,-4.917018,3.151916,10.765671
52,39,1.462318,-26.149647,-3.900516,15.423826,0.063041
52,40,-32.468857,10.852207,-9.490811,-3.202716,-0.212586
52,41,-11.480424,-4.568295,-7.200783,-0.228271,5.396718
52,42,-1.502778,9.903622,-11.699366,2.108215,-11.14698
52,43,-18.459736,7.686095,1.797869,-3.49134,6.688816
